number,Name,Address,Location,Timings,PhoneNumber,Rating,NumberofRatings
438,Sector 49 Arcadia,"CG 33 & 34, Ground Floor, Sector 49, Arcadia, Opposite Good Earth City Center Mall, Gurugram, Haryana, 122018",Haryana,11:00 AM to 09:30 PM,7428891214,4.6,595
439,IMT Manesar,"DCO-D-6, Ground & Basement, IMT Manesar, Sector 1, Gurugram, Haryana, 122051",Haryana,11:00 AM to 09:30 PM,8929182102,4.9,254
440,Sector 14,"Shop No 10 & 11, Sector 14, Rajeev Nagar, Old Delhi Gurugram Road, Gurugram, Haryana, 122001",Haryana,11:00 AM to 09:30 PM,9999621452,4.7,659
441,"Sector 11, Panchkula","Ground Floor, Sco 14, Sector 11, Panchkula, Panchkula, Haryana, 134108",Haryana,11:00 AM to 09:30 PM,8929031287,4.7,407
442,Flagship Store South Point Mall,"Upper Ground Floor, South Point Mall, Golf Course Road, DLF Phase 5, Sector 53, Gurugram, Haryana, 122002",Haryana,11:00 AM to 09:30 PM,8588811573,4.9,390
443,Sector 79,"SCO 50, Basement & Ground Floor, Omaxe world Street, Sector 79, Faridabad, Haryana, 121004",Haryana,11:00 AM to 09:30 PM,9582697687,4.9,904
444,Sector 10,"No 944/LIG, Ground Floor, Sector 10, Faridabad, Haryana, 121006",Haryana,11:00 AM to 09:30 PM,9582597332,4.9,209
445,Sector 68,"Unit No GF 27, Reach Airia, Sector 68, Gurugram, Haryana, 122018",Haryana,11:00 AM to 09:30 PM,9643471490,4.6,286
446,Omaxe City Centre Mall Sector 49,"Shop No A16 & A17, Ground Floor, Omaxe City Centre Mall, Village Fazilpur Jharsa, Sector 49, Sohna Road, Gurugram, Haryana, 122018",Haryana,11:00 AM to 09:30 PM,7291821701,4.9,258
447,Nichelson Road,"Ground Floor, 6275/34/1, Nicholson Road, Ambala Cantt, Near Icici Bank, Ambala, Haryana, 133005",Haryana,11:00 AM to 09:00 PM,9667016017,4.7,312
448,Ambedkar Chowk,"Shop No H35, Dayal Singh Colony, Near Karnal Club, Karnal, Haryana, 132001",Haryana,11:00 AM to 09:00 PM,7428890220,4.9,1040
449,"Sector 20, Panchkula","Sco 278, Sector 20, Panchkula, Sector 20 Market, Panchkula, Haryana, 134119",Haryana,11:00 AM to 09:30 PM,7428891261,4.5,525
450,Huda Market Sector 56,"Ground Floor, SCO 38, Huda Market, Sector 56, Gurugram, Haryana, 122003",Haryana,11:00 AM to 09:30 PM,8929214294,4.6,269
451,Sector 46,"Plot No 19, Huda Market, Near Sbi Bank, Sector 46, Gurugram, Haryana, 122001",Haryana,11:00 AM to 09:30 PM,8376801596,4.8,394
452,Kurukshetra,"Ground Floor, 1835, Near Ambedkar Chowk, Ambedkar Chowk, Opposite Sector 17, Kurukshetra, Haryana, 136118",Haryana,11:00 AM to 09:00 PM,8929859908,4.9,1518
453,Pinjore,"Ground Floor, Khata No 56, Abdullapur Tehsil, Near Yes Bank, Kalka Road, Pinjore, Panchkula, Haryana, 134102",Haryana,11:00 AM to 09:00 PM,9582541859,4.9,73
454,Flagship Store Crown Interiorz Mall,"Shop No 36D, Ground Floor, Sector 35, Crown Interiorz Mall, Near Sarai Metro Station, Mathura Road, Faridabad, Haryana, 121003",Haryana,11:00 AM to 09:30 PM,7428891311,4.9,2103
455,Ambala,"416 /1160, Model Town Road, Model Town Road, Opposite Old Session Court, Ambala, Haryana, 134003",Haryana,11:00 AM to 09:00 PM,8447745051,4.9,1788
456,Good Earth City Centre Mall,"Unit No 70, Good Earth City Centre Mall, Sector 50, Gurugram, Haryana, 122018",Haryana,11:00 AM to 09:30 PM,7428891320,4.3,10365
457,Palwal,"174/32 & 19/428, Nagar Parishad Palwal Tehsil, Opposite Jaat Dharamshala, Palwal, Haryana, 121102",Haryana,11:00 AM to 08:00 PM,8929142854,4.8,630
458,Ambience Mall,"Shop No S-256, Second Floor, Ambience Mall, Opposite Samsung Smart Cafe, Gurugram, Haryana, 122002",Haryana,11:00 AM to 09:30 PM,7428891351,4.8,831
459,Bahadurgh,"Bgr/Ward 18/825 & 826, Ground Floor, Saini Market, Opposite Metro Pillar No 840, Bahadurgarh, Haryana, 124507",Haryana,11:00 AM to 09:30 PM,9667248249,4.9,879
460,Sector 37,"Shop No 21, 22, 23, Aman Plaza 12/2, Old Shah Suri Road, Main Road, Sector 37, Faridabad, Haryana, 121003",Haryana,11:00 AM to 09:30 PM,9953811921,4.9,145
461,Model Town,"323R, Model Town, Ring Road, Model Town, Near Gupta Eye Hospital, Panipat, Haryana, 132103",Haryana,11:00 AM to 09:00 PM,9821080302,4.9,1471
462,Sector 31,"Shop No 1, Ch. Het Ram Complex, Pili Kothi, Sher Shah Suri Marg, Sector 31, Faridabad, Haryana, 121003",Haryana,11:00 AM to 09:30 PM,9582331459,4.8,619
463,MGF Metropolitan Mall,"Shop No 1 To 3, Ground Floor, MGF Metropolitan Mall, Mg Road, DLF Phase 2, Sector 25, Gurugram, Haryana, 122002",Haryana,11:00 AM to 09:30 PM,7428891064,4.5,945
464,Sector 17,"SCF 58, Ground Floor, Sector 17, Huda Market, Gurugram, Haryana, 122001",Haryana,11:00 AM to 09:30 PM,8929473508,4.9,712
465,Sapphire 83 Mall,"Shop No 114, Ground Floor, Sapphire 83 Mall, Sector 83, Gurugram, Haryana, 122004",Haryana,11:00 AM to 09:30 PM,9643121391,4.5,438
466,Sector 8,"Shop No 378 P, Sector 8, Urban Estate, Sector 8, Panchkula, Haryana, 134109",Haryana,11:00 AM to 09:30 PM,9643689383,4.6,443
467,Sector 70,"Shop No 19A, Ground Floor, Reach 3 Road, Sector 70, Gurugram, Haryana, 122008",Haryana,11:00 AM to 09:30 PM,7065205035,4.6,167
468,Mandi Dabwali,"Ground Floor, Khatoni No 1639, Khasara No 2041 & 2042, Chautala Road Nai Dabwali, Mandi Dabwali, Sirsa, Haryana, 125104",Haryana,10:00 AM to 09:00 PM,9953968271,5.0,122
469,Sector 10 A,"SCO No 11, Huda 10 A, Sector 10 A, Gurugram, Haryana, 122001",Haryana,11:00 AM to 09:30 PM,8929328752,4.8,341
470,Old Railway Road,"Shop No 3, Ground Floor, M C Shopping Complex, New Colony Mor, Old Railway Road, Gurugram, Haryana, 122001",Haryana,11:00 AM to 09:30 PM,7065035344,4.7,253
471,Charmwood,"Shop No 5, Charmwood Bazar, Charmwood Village, Surajkund, Opposite Supreme Hospital, Faridabad, Haryana, 121009",Haryana,11:00 AM to 09:30 PM,9643321530,4.9,419
472,"Big Bazaar Chowk, Sai Road, Baddi","Big Bazaar Chowk, Sai Road, Near Laj Dharam Kanta, Baddi, Himachal Pradesh, 173205",Himachal Pradesh,11:00 AM to 09:30 PM,8929597436,4.9,914
473,Paonta Sahib,"Sampda, Samsherpur, Paonta Sahib, Sirmaur, Himachal Pradesh, 173025",Himachal Pradesh,11:00 AM to 09:30 PM,8447894653,4.9,238
474,Una Nangal Road,"Upper Ground Floor 3, Khawat No 295, Khatoni No 340, Min Khasra No 873, Malahat Nagar Tehsil, Nangal Road, Una, Himachal Pradesh, 174303",Himachal Pradesh,10:30 AM to 09:00 PM,9711452509,4.9,640
475,Sundar Nagar,"Ground Floor 55/4, Two Shutter Hall, Near Idbi, Village Bhojpur, Mandi, Near Icici Bank, Sundar Nagar, Himachal Pradesh, 175018",Himachal Pradesh,11:00 AM to 08:00 PM,8929347552,4.7,891
476,Palampur,"Shop No 49, Ground Floor, Grand Plaza Complex, Palampur, Beside Dominos, Palampur, Himachal Pradesh, 176061",Himachal Pradesh,11:00 AM to 08:00 PM,9971001357,4.9,1420
477,Kangra,"New Shop Kangra, Ground Floor, Vpo, Kangra, Opposite Ploytechnic College, Himachal Pradesh, 176001",Himachal Pradesh,11:00 AM to 08:00 PM,7428890193,4.9,1389
478,Mall Road,"Shop No 07, Ground Floor, Vivanta Mall, Mall Road, Solan, Himachal Pradesh, 173212",Himachal Pradesh,11:00 AM to 09:00 PM,8447845295,4.8,664
479,Himayat Nagar,"3-6-110/1,2,3 Shop No 1, Ground Floor, Anand Arcade, Himayath Nagar, Opposite Tata Motors, Hyderabad, Telangana, 500029",Hyderabad,11:00 AM to 09:30 PM,7065078535,4.9,1159
480,Neredmet,"H No 37 74/11/1, Plot No E-62, Survey No 218/1/3, Jj Nagar Ramakrishnapuram, Malkajgiri Municipality And Mandal Ranga Reddy, Neredmet, Hyderabad, Telangana, 500094",Hyderabad,11:00 AM to 09:30 PM,7290097285,4.9,2185
481,Vikrampuri,"Plot No 6 S, Nos 60 6162/1, New Vasavi Colony, Second Venture Kakaguda, Village Secunderabad Cantonment Area, Vikrampuri, Hyderabad, Telangana, 500015",Hyderabad,11:00 AM to 09:30 PM,8929436583,4.9,921
482,DSL Virtue Mall,"FF 02 & 03, First Floor, DSL Virtue Mall, Ramanthapur Main Road, Ida Uppal, Near Uppal Metro Station, Hyderabad, Telangana, 500039",Hyderabad,11:00 AM to 10:00 PM,8929871420,4.9,1523
483,Beeramguda,"Plot No 8/B, H No 14-81/13/8/B/A/1, Raghavendra Colony, Beeramguda, Ramachandrapuram, Hyderabad, Telangana, 502032",Hyderabad,11:00 AM to 09:30 PM,9667226227,4.9,2445
484,"Flagship Store At Vanasthalipuram Main Road, Hyderabad","H No 5-5858/1(New), 5-5-511(Old), Plot No 27 &30, Ward No 05, Chintalknta Of Sahebnagar, Kjurd Village, Hyathnagar Mandal, Ranga Reddy District,Vanasthalipuram, Hyderabad,Telangana, 500074",Hyderabad,11:00 AM to 09:30 PM,8744052756,4.9,1704
485,Champapet,"Shop No 17/1/383/N/80/31, Block No 1, Brindavan Colony Nagar, Champapet, Opposite Manda Ram Reddy Garden, Hyderabad, Telangana, 500079",Hyderabad,11:00 AM to 09:30 PM,7428891122,4.9,1263
486,LB Nagar,"Plot No 124 In Survey No 64, Ward No 3, Block No 8, Door No 3-11-22, Sri Enclave, Suvidha Arcade, Rtc Colony, Lb Nagar, Bahadurguda, Hyderabad, Telangana, 500074",Hyderabad,11:00 AM to 09:30 PM,9319372707,4.9,1703
487,Nagole Hyderabad,"Plot No 24, H No 23-39/24, Ground Floor, Sharada Plaza, Bharath Petroleum Lane, Near Nagole X Road, Nagole Circle, Uppal Mandal, Medchal Malkajgiri, Hyderabad, Telangana, 500068",Hyderabad,11:00 AM to 09:30 PM,9643702844,5.0,46
488,Kukatpally,"D#12-6-2/216, P#1 Sy#577, Ground Floor, Kukatpally, Opposite Bjp Office, Hyderabad, Telangana, 500072",Hyderabad,11:00 AM to 09:30 PM,7303423424,4.6,431
489,ECIL Radhika,"Victory Plaza, Plot No 11 Extension, Ecil X Main Road, Khushaiguda, Khushaiguda, Opposite Sbi Bank, Hyderabad, Telangana, 500062",Hyderabad,11:00 AM to 09:30 PM,8929261828,4.9,2225
490,Malakpet,"Shop No 16/10/27/105/7/4/1, Tirumala Pride, Main Road, Malakpet, Opposite Bajaj Electronics, Hyderabad, Telangana, 500036",Hyderabad,11:00 AM to 09:30 PM,7428891146,4.8,705
491,Kalasiguda,"Shop No 1,7 & 396, Sandhu Apartment, Jain Estate, Kalasiguda, Secunderabad, Kalasiguda, Opposite Incredible One Hotel & Nanking Hotel Parklane, Hyderabad, Telangana, 500003",Hyderabad,11:00 AM to 09:30 PM,7428890087,4.9,1085
492,Adikmet,"House No 1/9/670/69, Ground Floor, Srt Quarters, Vidya Nagar, Adikmet, Near Apollo Pharmacy, Hyderabad, Telangana, 500044",Hyderabad,11:00 AM to 09:30 PM,7428891147,4.9,1815
493,Kondapur 2,"Ground Floor, D No 1-112, Kondapur S2 & S1, Chandanagar, Hyderabad, Telangana, 500084",Hyderabad,11:00 AM to 09:30 PM,9582251897,4.2,149
494,Kukatpally,"Mig 42, Ground Floor, Kphb Phase 1, Dharma Reddy Colony, Kukatpally, Opposite Jntu, Hyderabad, Telangana, 500072",Hyderabad,11:00 AM to 09:30 PM,7428890093,4.8,3971
495,West Marredpally,"Building No, 3 & 6,101/C/1J, H/228, Chiranjeevi Apartment, West Marredpally Road, Boosareddy Guda, Aswini Colony, West Marredpally, Beside Apollo Pharmacy, Hyderabad, Telangana, 500026",Hyderabad,11:00 AM to 09:30 PM,7303425426,4.9,509
496,Shivam Road,"H No 2/2/647/3/A/3, Ground Floor, Shivam Road, Amberpet, Aphb Colony, New Nallakunta, Near Pizza Hut, Hyderabad, Telangana, 500044",Hyderabad,11:00 AM to 09:30 PM,9319365277,4.9,2107
497,Flagship Store Shamsahbad,"23/65/1, Madhura Nagar, Shamsahabad, Rangareddy, Hyderabad, Telangana, 501218",Hyderabad,11:00 AM to 09:30 PM,9319364363,4.9,969
498,Madhapur,"H No 1-90/20/G/1, Sai Siddartha Complex, Metro Pillar No 1760, Main Road, Madhapur, Metro Pillar No 1760, Hyderabad, Telangana, 500081",Hyderabad,11:00 AM to 09:30 PM,7428890107,4.9,3983
499,Himayat Nagar,"Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, Ap State Housing Board, Himayat Nagar, Near Mc Donald Brand Factory, Hyderabad, Telangana, 500029",Hyderabad,11:00 AM to 09:30 PM,7428890115,4.8,2126
500,Sainikpuri Hyderabad,"Plot Bearing Nos 01 and 02, Survey No 218 1, ECIL Road, Sainikpuri, Secunderabad, Hyderabad, Telangana, 500094",Hyderabad,11:00 AM to 09:30 PM,6305691865,,
501,Sanjeeva Reddy Nagar,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038",Hyderabad,11:00 AM to 09:30 PM,7428890123,4.9,4263
502,BN Reddy Nagar,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070",Hyderabad,11:00 AM to 09:30 PM,9319360961,4.9,1134
503,Ameenpur Main Road,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032",Hyderabad,11:00 AM to 09:30 PM,9643806413,4.7,955
504,MG Road Secunderabad,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003",Hyderabad,11:00 AM to 09:30 PM,7303181182,4.9,674
505,Gachibowli Service Road,"Ground Floor, Commercial Complex, Plot No 138 &139, Satyanarayana Arcade, Gachibowli, Hyderabad, Telangana, 500032",Hyderabad,11:00 AM to 09:00 PM,9582500516,4.9,758
506,Tolichowki,"House No 8-1-523/95, Brindavan Colony, Beside Masqati, Tolichowki, Hyderabad, Telangana, 500008",Hyderabad,11:00 AM to 09:30 PM,7428890170,4.8,1135
507,Banjara Hills 2,"D No 8-2-626/5, Shop No-G5A, Reliance Classic Building, Road No 1, Banjara Hills",Hyderabad,11:00 AM to 09:30 PM,9711641453,4.8,253
508,Somajiguda,"6-3-927/A&B, Ground Floor, Shobhan Building, Somajiguda, Raj Bhavan Road, Hyderabad, Telangana, 500082",Hyderabad,11:00 AM to 09:30 PM,9643821496,4.7,516
509,New Safilguda,"D No 24-88/40/1, East Anand Bagh, Safilguda, Opposite Fortune Honda Showroom, Hyderabad, Telangana, 500047",Hyderabad,11:00 AM to 09:30 PM,8929331321,4.9,2065
510,Malkajgiri,"Shop No 3/238, Maruthi Nagar, Malkajgiri, Hyderabad, Telangana, 500047",Hyderabad,11:00 AM to 09:30 PM,7428891216,4.8,2173
511,Attapur,"Shop No 4/3/164, Ring Road, Attapur, Opposite Pillar No 138, Hyderabad, Telangana, 500048",Hyderabad,11:00 AM to 09:30 PM,7428891219,4.3,601
512,Gudimalkapur,"Shop No 13-6-439/1/A/111/7, Balaji Nagar, Mehdipatnam Ring Road, Gudimalkapur, Near Pillar No 75, Hyderabad, Telangana, 500006",Hyderabad,11:00 AM to 09:30 PM,8929344590,4.7,338
513,Sarath City Capital Mall,"Shop No 99, Ground Floor, Kondapur, Sarath City Capital Mall, Opposite Vision Express, Hyderabad, Telangana, 500032",Hyderabad,11:00 AM to 09:30 PM,7428891227,4.6,862
514,Pragati Nagar,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090",Hyderabad,11:00 AM to 09:30 PM,9582051505,4.5,499
515,Habsiguda,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",Hyderabad,11:00 AM to 09:00 PM,8588802587,4.7,1567
516,Financial District,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",Hyderabad,11:00 AM to 09:30 PM,7838671500,4.8,1109
517,Kaveri Hills Madhapur,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",Hyderabad,11:00 AM to 09:30 PM,9711869741,4.9,623
518,Patancheruvu,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",Hyderabad,11:00 AM to 09:30 PM,7838290268,4.9,3155
519,Uppal Depot,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",Hyderabad,11:00 AM to 09:00 PM,7428890200,4.7,694
520,Vanasthalipuram,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",Hyderabad,11:00 AM to 09:00 PM,7428890201,4.7,1393
521,Old Bowenpally,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",Hyderabad,11:00 AM to 09:30 PM,8929345155,4.9,1526
522,Suncity,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",Hyderabad,11:00 AM to 09:30 PM,8929162484,4.2,270
523,Boduppal,"Shop No 1-1/2, Plot No 96, Survey No, 145,146 & 147, Village Boduppal, Ghatkesar, Mandal, Main Road, West Hanuman Nagar, Uppal, Rangareddy, Hyderabad, 500092",Hyderabad,11:00 AM to 09:30 PM,9899408896,4.8,635
524,Tirumalagiri,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",Hyderabad,11:00 AM to 09:30 PM,9582528860,4.9,214
525,Diamond Hills,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",Hyderabad,11:00 AM to 09:30 PM,8307197198,4.9,1642
526,"SD Road, Secunderabad","H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",Hyderabad,11:00 AM to 09:30 PM,7838194852,4.8,495
527,Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",Hyderabad,11:00 AM to 09:30 PM,8929334354,4.8,333
528,Mallapur,"House No 3-498/1/1/3, Ground Floor, Plot No 3, Situated Mallapur Village, Uppal Mandal, Kapra Circle, Mallapur, Hyderabad, Telangana, 500076",Hyderabad,11:00 AM to 09:30 PM,8929340390,4.9,465
529,Yousufguda,"House No 8-3-231/4/7, Lakshmi Plaza, Metro Piller #C1549, Opposite HDFC Bank, Sri Krishna Nagar, Yousufguda, Hyderabad, Telangana, 500045",Hyderabad,11:00 AM to 09:30 PM,7291084985,4.8,181
530,Kokapet,"Plot No 2 & 3, Brundavan Colony, Gandipet Main Road, Narsingi, Kokapet, Hyderabad, Telangana, 500075",Hyderabad,11:00 AM to 10:00 PM,7291083948,4.9,319
531,Nacharam,"Emr Complex No 4-1-91/6, Bhavani Nagar, Nacharam Main Road, Nacharam, Nacharam, Hyderabad, Telangana, 500076",Hyderabad,11:00 AM to 09:30 PM,9319365940,4.8,982
532,Kushaiguda,"Plot Bearing No 2/A, Survey No 215, 216, 217, 218 And 222, Chakripuram, Kushaiguda, Under Kapra Municipality, Keesara Mandal, Ranga Reddy District, Hyderabad, Telangana, 500",Hyderabad,11:00 AM to 09:30 PM,9582593828,4.9,1965
533,Kothapet Nagole Road,"1-1-62/5 Shrungeri Colony, Mohan Nagar, Kothapet Nagole Road, Hyderabad, Telangana, 500035",Hyderabad,11:00 AM to 09:30 PM,8929607657,4.9,1070
534,Flagship Store at Gachibowli,"G2, Vaishnavi Tanmai Plaza, 10 Roads, Gachibowli, Near Hp Petrol Bunk, Opposite Rttc, Hyderabad, Telangana, 500032",Hyderabad,11:00 AM to 09:30 PM,7428891268,4.7,2411
535,Banjara Hills,"Ghmc 8-2- 681 & 681/1, Road No 12, Ghmc, Banjara Hills, Opposite Himalaya Book World, Hyderabad, Telangana, 500034",Hyderabad,11:00 AM to 09:30 PM,8929345305,4.9,192
536,New Kachiguda,"3-4-1081, Kachiguda Station Road, Barkatpura, Kachiguda, Near Kachiguda Signal, Hyderabad, Telangana, 500027",Hyderabad,11:00 AM to 09:30 PM,8929136909,4.9,1702
537,Jubilee Hills,"Municipal No 8/2/293/82/A471, Road No 36, Jubilee Hills, Near Jubilee Police Station, Hyderabad, Telangana, 500033",Hyderabad,11:00 AM to 09:30 PM,7428891279,4.6,475
538,Narsingi,"Plot # 68A, Alkapur Road # 7, Puppal Guda, Opposite Celebrations Function Hall, Hyderabad, Telangana, 500089",Hyderabad,11:00 AM to 09:30 PM,9582951671,4.9,993
539,Karmanghat,"House No.10-1-81/1/2A & 10-1-81/1/3, Plot No 9, In Survey No 22 Part, Situated At Raghavendra Nagar Colony, Lingojiguda Village, Saroornagar Revenue Mandal, Under GHMC L B Nagar Circle, Ranga Reddy Di",Hyderabad,11:00 AM to 09:30 PM,8744095253,4.9,2125
540,Hydernagar,"Dno-16-2-M/14/G1, Ground Floor, Sai Plaza, Charma Reddy Colony, Phase II, Hydernagar Village, Opposite Rainbow Children'S Hospital, Kukatpally, Hyderabad, Telangana, 500085",Hyderabad,11:00 AM to 09:30 PM,8929496181,4.8,604
541,Malaysian Townshiop,"VI KPHB Colony, Malaysian Townshiop, Kukatpally Village & Mandal, Under GHMC Kukatpally Circle, Medchal Malkajgiri, Ranga Reddy District, Hyderabad, Telangana, 500085",Hyderabad,11:00 AM to 09:30 PM,8743084107,4.8,429
542,HMT Hills Pragathinagar,"Flat No G, 2, Pragathi Nagar Road, Addagutta Society, HMT Hills, Beside Eenadu Bank, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana, 500085",Hyderabad,11:00 AM to 09:30 PM,9582494863,5.0,86
543,Quthbullapur,"Plot No 6, Ground Floor, Ganesh Housing Colony, Suchitra X Roads, Quthbullapur, Hyderabad, Telangana, 500067",Hyderabad,11:00 AM to 09:30 PM,8588809804,4.9,1644
544,Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",Hyderabad,11:00 AM to 09:30 PM,8929185505,4.9,1476
545,Allwyn Colony,"Ground Floor, House No 2-22-88/2/A, Allwyn Colony, Situated Vijayanagar Colony, Enadu Society, Kukatpally, Near Patel Kunta Huda Park, Hyderabad, Telangana, 500072",Hyderabad,11:00 AM to 09:30 PM,8447911308,4.9,565
546,New Friends Colony,"13-6-798/1/21, New Friends Colony, Langar Houz, New Friends Colony, Beside Bapughat, Hyderabad, Telangana, 500008",Hyderabad,11:00 AM to 09:30 PM,8929335385,4.8,414
547,Hyderguda,"Ground Floor, Baba Towers, Tilak Road, King Koti, Hyderguda, Beside Bakezone, Hyderabad, Telangana, 500048",Hyderabad,11:00 AM to 09:30 PM,8447730260,4.9,2084
548,Kapra,"House No 3-30/1, Plot No1, Sri Nagar Colony, Kapra Village & Mandal, Medchal District, Kapra, Hyderabad, Telangana, 500062",Hyderabad,11:00 AM to 09:30 PM,8929289540,4.9,1509
549,Dilsukh Nagar,"16-11-741/C/13/5, Ground Floor, Vijetha Royal Empire, Indira Nagar, Dilsukh Nagar, Opposite Ram Raj Cotton, Hyderabad, Telangana, 500036",Hyderabad,11:00 AM to 10:00 PM,8826021555,4.7,631
550,Vivekananda Nagar,"House No 3-6-23/4, Plot No 297, Survey Numbers 137&139, Bagh Ameeri Village, Balanagar Madal, Kukatpally Cricle Ghmc, Ranga Reddy, Vivekananda Nagar, Beside Partha Dental Clinic, Hyderabad, Telangana,",Hyderabad,11:00 AM to 09:30 PM,8929808349,4.8,647
551,Alwal,"171 12, Nr Temple, Alwal Village, Ghmc, Alwal Circle, Malkajgiri Mandal, Ranga Reddy, Alwal, Beside Partha Dental Clinic, Hyderabad, Telangana, 500010",Hyderabad,11:00 AM to 09:30 PM,9319359590,4.9,3564
552,Manikonda,"House No 8-1-284/Ou/20, Ground Floor, Ou Colony, Shaikpet, Manikonda, Near Naturals Saloon, Hyderabad, Telangana, 500008",Hyderabad,11:00 AM to 09:30 PM,7428891346,4.7,804
553,Nallagandla,"Ground Floor, Ghmc 7-7/205, Nallagandle, Near Reliance Digital, Nallagandle, Hyderabad, Telangana, 500019",Hyderabad,11:00 AM to 09:30 PM,9821221604,4.4,1024
554,Serilingampally,"Plot No3, Huda Trade Centre, Seri Nallagandla Village, Serilingampally Mandal And Municipality, Ranga Reddy District, Hyderabad, Telangana, 500019",Hyderabad,11:00 AM to 09:30 PM,8512831415,4.9,484
555,Kukatpally 2,"Mig 161, Ground Floor, Road No 1, Kphb Colony, Kukatpally 2, Opposite Holistic Hospital, Hyderabad, Telangana, 500072",Hyderabad,11:00 AM to 09:30 PM,7428891359,4.8,1134
